sex,age_month,weight,percentile
f,49,13.4,3
f,49,13.7,5
f,49,14.3,10
f,49,14.7,15
f,49,15.2,25
f,49,16.4,50
f,49,17.8,75
f,49,18.5,85
f,49,19.1,90
f,49,20,95
f,49,20.6,97
f,49,21.8,99
f,50,13,1
f,50,13.6,3
f,50,13.9,5
f,50,14.4,10
f,50,14.8,15
f,50,15.4,25
f,50,16.6,50
f,50,18,75
f,50,18.8,85
f,50,19.3,90
f,50,20.2,95
f,50,20.9,97
f,50,22.1,99
f,51,13.1,1
f,51,13.7,3
f,51,14,5
f,51,14.6,10
f,51,15,15
f,51,15.6,25
f,51,16.8,50
f,51,18.2,75
f,51,19,85
f,51,19.6,90
f,51,20.5,95
f,51,21.1,97
f,51,22.4,99
f,52,13.2,1
f,52,13.8,3
f,52,14.2,5
f,52,14.7,10
f,52,15.1,15
f,52,15.7,25
f,52,17,50
f,52,18.4,75
f,52,19.2,85
f,52,19.8,90
f,52,20.8,95
f,52,21.4,97
f,52,22.8,99
f,53,13.3,1
f,53,14,3
f,53,14.3,5
f,53,14.9,10
f,53,15.2,15
f,53,15.9,25
f,53,17.1,50
f,53,18.6,75
f,53,19.4,85
f,53,20,90
f,53,21,95
f,53,21.7,97
f,53,23.1,99
f,54,13.5,1
f,54,14.1,3
f,54,14.4,5
f,54,15,10
f,54,15.4,15
f,54,16,25
f,54,17.3,50
f,54,18.8,75
f,54,19.7,85
f,54,20.3,90
f,54,21.3,95
f,54,22,97
f,54,23.4,99
f,55,13.6,1
f,55,14.2,3
f,55,14.6,5
f,55,15.1,10
f,55,15.5,15
f,55,16.2,25
f,55,17.5,50
f,55,19,75
f,55,19.9,85
f,55,20.5,90
f,55,21.6,95
f,55,22.3,97
f,55,23.8,99
f,56,13.7,1
f,56,14.4,3
f,56,14.7,5
f,56,15.3,10
f,56,15.7,15
f,56,16.3,25
f,56,17.7,50
f,56,19.2,75
f,56,20.1,85
f,56,20.8,90
f,56,21.8,95
f,56,22.6,97
f,56,24.1,99
f,57,13.9,1
f,57,14.5,3
f,57,14.8,5
f,57,15.4,10
f,57,15.8,15
f,57,16.5,25
f,57,17.8,50
f,57,19.4,75
f,57,20.3,85
f,57,21,90
f,57,22.1,95
f,57,22.9,97
f,57,24.4,99
f,58,14,1
f,58,14.6,3
f,58,15,5
f,58,15.6,10
f,58,16,15
f,58,16.6,25
f,58,18,50
f,58,19.6,75
f,58,20.5,85
f,58,21.2,90
f,58,22.4,95
f,58,23.1,97
f,58,24.8,99
f,59,14.1,1
f,59,14.8,3
f,59,15.1,5
f,59,15.7,10
f,59,16.1,15
f,59,16.8,25
f,59,18.2,50
f,59,19.8,75
f,59,20.8,85
f,59,21.5,90
f,59,22.6,95
f,59,23.4,97
f,59,25.1,99
f,60,14.2,1
f,60,14.9,3
f,60,15.3,5
f,60,15.9,10
f,60,16.3,15
f,60,17,25
f,60,18.4,50
f,60,20,75
f,60,21,85
f,60,21.7,90
f,60,22.9,95
f,60,23.7,97
f,60,25.4,99
f,61,14.4,1
f,61,15,3
f,61,15.4,5
f,61,16,10
f,61,16.4,15
f,61,17.1,25
f,61,18.5,50
f,61,20.2,75
f,61,21.2,85
f,61,22,90
f,61,23.2,95
f,61,24,97
f,61,25.8,99
f,62,14.5,1
f,62,15.2,3
f,62,15.5,5
f,62,16.1,10
f,62,16.6,15
f,62,17.3,25
f,62,18.7,50
f,62,20.4,75
f,62,21.5,85
f,62,22.2,90
f,62,23.4,95
f,62,24.3,97
f,62,26.1,99
f,63,14.6,1
f,63,15.3,3
f,63,15.7,5
f,63,16.3,10
f,63,16.7,15
f,63,17.4,25
f,63,18.9,50
f,63,20.6,75
f,63,21.7,85
f,63,22.5,90
f,63,23.7,95
f,63,24.6,97
f,63,26.5,99
f,64,14.8,1
f,64,15.4,3
f,64,15.8,5
f,64,16.4,10
f,64,16.9,15
f,64,17.6,25
f,64,19.1,50
f,64,20.8,75
f,64,21.9,85
f,64,22.7,90
f,64,24,95
f,64,24.9,97
f,64,26.8,99
f,65,14.9,1
f,65,15.6,3
f,65,16,5
f,65,16.6,10
f,65,17,15
f,65,17.8,25
f,65,19.3,50
f,65,21,75
f,65,22.1,85
f,65,22.9,90
f,65,24.3,95
f,65,25.2,97
f,65,27.2,99
f,66,15,1
f,66,15.7,3
f,66,16.1,5
f,66,16.7,10
f,66,17.2,15
f,66,17.9,25
f,66,19.5,50
f,66,21.3,75
f,66,22.4,85
f,66,23.2,90
f,66,24.6,95
f,66,25.5,97
f,66,27.6,99
f,67,15.1,1
f,67,15.8,3
f,67,16.2,5
f,67,16.9,10
f,67,17.3,15
f,67,18.1,25
f,67,19.7,50
f,67,21.5,75
f,67,22.7,85
f,67,23.5,90
f,67,24.9,95
f,67,25.9,97
f,67,28,99
f,68,15.3,1
f,68,16,3
f,68,16.4,5
f,68,17,10
f,68,17.5,15
f,68,18.3,25
f,68,19.9,50
f,68,21.7,75
f,68,22.9,85
f,68,23.8,90
f,68,25.2,95
f,68,26.2,97
f,68,28.4,99
f,69,15.4,1
f,69,16.1,3
f,69,16.5,5
f,69,17.2,10
f,69,17.7,15
f,69,18.4,25
f,69,20.1,50
f,69,22,75
f,69,23.2,85
f,69,24.1,90
f,69,25.5,95
f,69,26.6,97
f,69,28.8,99
f,70,15.5,1
f,70,16.2,3
f,70,16.6,5
f,70,17.3,10
f,70,17.8,15
f,70,18.6,25
f,70,20.2,50
f,70,22.2,75
f,70,23.4,85
f,70,24.4,90
f,70,25.8,95
f,70,26.9,97
f,70,29.2,99
f,71,15.6,1
f,71,16.4,3
f,71,16.8,5
f,71,17.5,10
f,71,18,15
f,71,18.8,25
f,71,20.4,50
f,71,22.5,75
f,71,23.7,85
f,71,24.6,90
f,71,26.2,95
f,71,27.2,97
f,71,29.6,99
f,72,15.7,1
f,72,16.5,3
f,72,16.9,5
f,72,17.6,10
f,72,18.1,15
f,72,18.9,25
f,72,20.7,50
f,72,22.7,75
f,72,24,85
f,72,24.9,90
f,72,26.5,95
f,72,27.6,97
f,72,30,99
f,73,15.9,1
f,73,16.6,3
f,73,17.1,5
f,73,17.8,10
f,73,18.3,15
f,73,19.1,25
f,73,20.9,50
f,73,23,75
f,73,24.3,85
f,73,25.3,90
f,73,26.8,95
f,73,28,97
f,73,30.4,99
f,74,16,1
f,74,16.8,3
f,74,17.2,5
f,74,17.9,10
f,74,18.5,15
f,74,19.3,25
f,74,21.1,50
f,74,23.2,75
f,74,24.6,85
f,74,25.6,90
f,74,27.2,95
f,74,28.4,97
f,74,30.9,99
f,75,16.1,1
f,75,16.9,3
f,75,17.4,5
f,75,18.1,10
f,75,18.6,15
f,75,19.5,25
f,75,21.3,50
f,75,23.5,75
f,75,24.9,85
f,75,25.9,90
f,75,27.5,95
f,75,28.7,97
f,75,31.3,99
f,76,16.2,1
f,76,17,3
f,76,17.5,5
f,76,18.3,10
f,76,18.8,15
f,76,19.7,25
f,76,21.5,50
f,76,23.7,75
f,76,25.1,85
f,76,26.2,90
f,76,27.9,95
f,76,29.1,97
f,76,31.7,99
f,77,16.4,1
f,77,17.2,3
f,77,17.6,5
f,77,18.4,10
f,77,19,15
f,77,19.9,25
f,77,21.7,50
f,77,24,75
f,77,25.4,85
f,77,26.5,90
f,77,28.2,95
f,77,29.5,97
f,77,32.2,99
f,78,16.5,1
f,78,17.3,3
f,78,17.8,5
f,78,18.6,10
f,78,19.1,15
f,78,20,25
f,78,22,50
f,78,24.3,75
f,78,25.7,85
f,78,26.8,90
f,78,28.6,95
f,78,29.9,97
f,78,32.6,99
f,79,16.6,1
f,79,17.5,3
f,79,17.9,5
f,79,18.7,10
f,79,19.3,15
f,79,20.2,25
f,79,22.2,50
f,79,24.6,75
f,79,26,85
f,79,27.2,90
f,79,29,95
f,79,30.3,97
f,79,33.1,99
f,80,16.7,1
f,80,17.6,3
f,80,18.1,5
f,80,18.9,10
f,80,19.5,15
f,80,20.4,25
f,80,22.4,50
f,80,24.8,75
f,80,26.4,85
f,80,27.5,90
f,80,29.3,95
f,80,30.7,97
f,80,33.5,99
f,81,16.9,1
f,81,17.7,3
f,81,18.2,5
f,81,19.1,10
f,81,19.7,15
f,81,20.6,25
f,81,22.7,50
f,81,25.1,75
f,81,26.7,85
f,81,27.8,90
f,81,29.7,95
f,81,31.1,97
f,81,34,99
f,82,17,1
f,82,17.9,3
f,82,18.4,5
f,82,19.2,10
f,82,19.9,15
f,82,20.8,25
f,82,22.9,50
f,82,25.4,75
f,82,27,85
f,82,28.2,90
f,82,30.1,95
f,82,31.5,97
f,82,34.5,99
f,83,17.1,1
f,83,18,3
f,83,18.5,5
f,83,19.4,10
f,83,20,15
f,83,21,25
f,83,23.1,50
f,83,25.7,75
f,83,27.3,85
f,83,28.5,90
f,83,30.5,95
f,83,31.9,97
f,83,34.9,99
f,84,17.3,1
f,84,18.2,3
f,84,18.7,5
f,84,19.6,10
f,84,20.2,15
f,84,21.2,25
f,84,23.4,50
f,84,26,75
f,84,27.6,85
f,84,28.8,90
f,84,30.9,95
f,84,32.3,97
f,84,35.4,99
f,85,17.4,1
f,85,18.3,3
f,85,18.9,5
f,85,19.8,10
f,85,20.4,15
f,85,21.4,25
f,85,23.6,50
f,85,26.3,75
f,85,28,85
f,85,29.2,90
f,85,31.3,95
f,85,32.7,97
f,85,35.9,99
f,86,17.5,1
f,86,18.5,3
f,86,19,5
f,86,19.9,10
f,86,20.6,15
f,86,21.6,25
f,86,23.9,50
f,86,26.6,75
f,86,28.3,85
f,86,29.6,90
f,86,31.7,95
f,86,33.2,97
f,86,36.4,99
f,87,17.7,1
f,87,18.6,3
f,87,19.2,5
f,87,20.1,10
f,87,20.8,15
f,87,21.9,25
f,87,24.1,50
f,87,26.9,75
f,87,28.6,85
f,87,29.9,90
f,87,32.1,95
f,87,33.6,97
f,87,36.9,99
f,88,17.8,1
f,88,18.8,3
f,88,19.4,5
f,88,20.3,10
f,88,21,15
f,88,22.1,25
f,88,24.4,50
f,88,27.2,75
f,88,29,85
f,88,30.3,90
f,88,32.5,95
f,88,34,97
f,88,37.4,99
f,89,17.9,1
f,89,18.9,3
f,89,19.5,5
f,89,20.5,10
f,89,21.2,15
f,89,22.3,25
f,89,24.6,50
f,89,27.5,75
f,89,29.3,85
f,89,30.7,90
f,89,32.9,95
f,89,34.4,97
f,89,37.9,99
f,90,18.1,1
f,90,19.1,3
f,90,19.7,5
f,90,20.7,10
f,90,21.4,15
f,90,22.5,25
f,90,24.9,50
f,90,27.8,75
f,90,29.7,85
f,90,31,90
f,90,33.3,95
f,90,34.9,97
f,90,38.4,99
f,91,18.2,1
f,91,19.3,3
f,91,19.9,5
f,91,20.9,10
f,91,21.6,15
f,91,22.7,25
f,91,25.2,50
f,91,28.2,75
f,91,30,85
f,91,31.4,90
f,91,33.7,95
f,91,35.3,97
f,91,38.9,99
f,92,18.3,1
f,92,19.4,3
f,92,20,5
f,92,21,10
f,92,21.8,15
f,92,23,25
f,92,25.5,50
f,92,28.5,75
f,92,30.4,85
f,92,31.8,90
f,92,34.1,95
f,92,35.8,97
f,92,39.4,99
f,93,18.5,1
f,93,19.6,3
f,93,20.2,5
f,93,21.2,10
f,93,22,15
f,93,23.2,25
f,93,25.7,50
f,93,28.8,75
f,93,30.7,85
f,93,32.2,90
f,93,34.5,95
f,93,36.2,97
f,93,39.9,99
f,94,18.6,1
f,94,19.7,3
f,94,20.4,5
f,94,21.4,10
f,94,22.2,15
f,94,23.4,25
f,94,26,50
f,94,29.1,75
f,94,31.1,85
f,94,32.6,90
f,94,35,95
f,94,36.7,97
f,94,40.4,99
f,95,18.8,1
f,95,19.9,3
f,95,20.5,5
f,95,21.6,10
f,95,22.4,15
f,95,23.6,25
f,95,26.3,50
f,95,29.5,75
f,95,31.5,85
f,95,32.9,90
f,95,35.4,95
f,95,37.1,97
f,95,40.9,99
f,96,18.9,1
f,96,20.1,3
f,96,20.7,5
f,96,21.8,10
f,96,22.6,15
f,96,23.9,25
f,96,26.6,50
f,96,29.8,75
f,96,31.8,85
f,96,33.4,90
f,96,35.8,95
f,96,37.6,97
f,96,41.4,99
f,97,19.1,1
f,97,20.3,3
f,97,20.9,5
f,97,22,10
f,97,22.8,15
f,97,24.1,25
f,97,26.8,50
f,97,30.2,75
f,97,32.2,85
f,97,33.8,90
f,97,36.3,95
f,97,38.1,97
f,97,42,99
f,98,19.2,1
f,98,20.4,3
f,98,21.1,5
f,98,22.2,10
f,98,23.1,15
f,98,24.4,25
f,98,27.1,50
f,98,30.5,75
f,98,32.6,85
f,98,34.2,90
f,98,36.7,95
f,98,38.6,97
f,98,42.5,99
f,99,19.4,1
f,99,20.6,3
f,99,21.3,5
f,99,22.4,10
f,99,23.3,15
f,99,24.6,25
f,99,27.4,50
f,99,30.8,75
f,99,33,85
f,99,34.6,90
f,99,37.2,95
f,99,39,97
f,99,43,99
f,100,19.5,1
f,100,20.8,3
f,100,21.5,5
f,100,22.6,10
f,100,23.5,15
f,100,24.8,25
f,100,27.7,50
f,100,31.2,75
f,100,33.4,85
f,100,35,90
f,100,37.6,95
f,100,39.5,97
f,100,43.6,99
f,101,19.7,1
f,101,20.9,3
f,101,21.7,5
f,101,22.8,10
f,101,23.7,15
f,101,25.1,25
f,101,28,50
f,101,31.5,75
f,101,33.7,85
f,101,35.4,90
f,101,38.1,95
f,101,40,97
f,101,44.1,99
f,102,19.9,1
f,102,21.1,3
f,102,21.9,5
f,102,23.1,10
f,102,23.9,15
f,102,25.3,25
f,102,28.3,50
f,102,31.9,75
f,102,34.1,85
f,102,35.8,90
f,102,38.5,95
f,102,40.5,97
f,102,44.6,99
f,103,20,1
f,103,21.3,3
f,103,22.1,5
f,103,23.3,10
f,103,24.2,15
f,103,25.6,25
f,103,28.6,50
f,103,32.3,75
f,103,34.5,85
f,103,36.2,90
f,103,39,95
f,103,41,97
f,103,45.2,99
f,104,20.2,1
f,104,21.5,3
f,104,22.3,5
f,104,23.5,10
f,104,24.4,15
f,104,25.9,25
f,104,28.9,50
f,104,32.6,75
f,104,35,85
f,104,36.7,90
f,104,39.5,95
f,104,41.5,97
f,104,45.8,99
f,105,20.4,1
f,105,21.7,3
f,105,22.5,5
f,105,23.7,10
f,105,24.7,15
f,105,26.1,25
f,105,29.2,50
f,105,33,75
f,105,35.4,85
f,105,37.1,90
f,105,39.9,95
f,105,42,97
f,105,46.3,99
f,106,20.5,1
f,106,21.9,3
f,106,22.7,5
f,106,24,10
f,106,24.9,15
f,106,26.4,25
f,106,29.6,50
f,106,33.4,75
f,106,35.8,85
f,106,37.5,90
f,106,40.4,95
f,106,42.5,97
f,106,46.9,99
f,107,20.7,1
f,107,22.1,3
f,107,22.9,5
f,107,24.2,10
f,107,25.1,15
f,107,26.6,25
f,107,29.9,50
f,107,33.7,75
f,107,36.2,85
f,107,38,90
f,107,40.9,95
f,107,43,97
f,107,47.4,99
f,108,20.9,1
f,108,22.3,3
f,108,23.1,5
f,108,24.4,10
f,108,25.4,15
f,108,26.9,25
f,108,30.2,50
f,108,34.1,75
f,108,36.6,85
f,108,38.4,90
f,108,41.4,95
f,108,43.5,97
f,108,48,99
f,109,21.1,1
f,109,22.5,3
f,109,23.3,5
f,109,24.7,10
f,109,25.6,15
f,109,27.2,25
f,109,30.5,50
f,109,34.5,75
f,109,37,85
f,109,38.9,90
f,109,41.9,95
f,109,44,97
f,109,48.6,99
f,110,21.2,1
f,110,22.7,3
f,110,23.5,5
f,110,24.9,10
f,110,25.9,15
f,110,27.5,25
f,110,30.9,50
f,110,34.9,75
f,110,37.5,85
f,110,39.3,90
f,110,42.4,95
f,110,44.5,97
f,110,49.1,99
f,111,21.4,1
f,111,22.9,3
f,111,23.7,5
f,111,25.1,10
f,111,26.2,15
f,111,27.8,25
f,111,31.2,50
f,111,35.3,75
f,111,37.9,85
f,111,39.8,90
f,111,42.9,95
f,111,45.1,97
f,111,49.7,99
f,112,21.6,1
f,112,23.1,3
f,112,24,5
f,112,25.4,10
f,112,26.4,15
f,112,28.1,25
f,112,31.5,50
f,112,35.7,75
f,112,38.3,85
f,112,40.2,90
f,112,43.4,95
f,112,45.6,97
f,112,50.3,99
f,113,21.8,1
f,113,23.3,3
f,113,24.2,5
f,113,25.6,10
f,113,26.7,15
f,113,28.3,25
f,113,31.9,50
f,113,36.1,75
f,113,38.7,85
f,113,40.7,90
f,113,43.9,95
f,113,46.1,97
f,113,50.9,99
f,114,22,1
f,114,23.5,3
f,114,24.4,5
f,114,25.9,10
f,114,26.9,15
f,114,28.6,25
f,114,32.2,50
f,114,36.5,75
f,114,39.2,85
f,114,41.2,90
f,114,44.4,95
f,114,46.6,97
f,114,51.4,99
f,115,22.1,1
f,115,23.7,3
f,115,24.6,5
f,115,26.1,10
f,115,27.2,15
f,115,28.9,25
f,115,32.6,50
f,115,37,75
f,115,39.7,85
f,115,41.7,90
f,115,44.9,95
f,115,47.2,97
f,115,52,99
f,116,22.3,1
f,116,23.9,3
f,116,24.8,5
f,116,26.4,10
f,116,27.5,15
f,116,29.2,25
f,116,32.9,50
f,116,37.4,75
f,116,40.1,85
f,116,42.1,90
f,116,45.4,95
f,116,47.7,97
f,116,52.6,99
f,117,22.5,1
f,117,24.1,3
f,117,25.1,5
f,117,26.6,10
f,117,27.7,15
f,117,29.5,25
f,117,33.3,50
f,117,37.8,75
f,117,40.6,85
f,117,42.6,90
f,117,45.9,95
f,117,48.3,97
f,117,53.2,99
f,118,22.7,1
f,118,24.3,3
f,118,25.3,5
f,118,26.9,10
f,118,28,15
f,118,29.8,25
f,118,33.7,50
f,118,38.2,75
f,118,41,85
f,118,43.1,90
f,118,46.4,95
f,118,48.8,97
f,118,53.7,99
f,119,22.8,1
f,119,24.5,3
f,119,25.5,5
f,119,27.1,10
f,119,28.3,15
f,119,30.1,25
f,119,34,50
f,119,38.6,75
f,119,41.5,85
f,119,43.6,90
f,119,46.9,95
f,119,49.3,97
f,119,54.3,99
f,120,23,1
f,120,24.8,3
f,120,25.8,5
f,120,27.4,10
f,120,28.6,15
f,120,30.4,25
f,120,34.4,50
f,120,39.1,75
f,120,42,85
f,120,44.1,90
f,120,47.5,95
f,120,49.9,97
f,120,54.9,99
f,121,23.2,1
f,121,25,3
f,121,26,5
f,121,27.7,10
f,121,28.9,15
f,121,30.8,25
f,121,34.8,50
f,121,39.5,75
f,121,42.4,85
f,121,44.6,90
f,121,48,95
f,121,50.4,97
f,121,55.4,99
f,122,23.4,1
f,122,25.2,3
f,122,26.2,5
f,122,27.9,10
f,122,29.1,15
f,122,31.1,25
f,122,35.2,50
f,122,40,75
f,122,42.9,85
f,122,45.1,90
f,122,48.5,95
f,122,51,97
f,122,56,99
f,123,23.6,1
f,123,25.4,3
f,123,26.5,5
f,123,28.2,10
f,123,29.4,15
f,123,31.4,25
f,123,35.5,50
f,123,40.4,75
f,123,43.4,85
f,123,45.6,90
f,123,49.1,95
f,123,51.5,97
f,123,56.6,99
f,124,23.8,1
f,124,25.7,3
f,124,26.7,5
f,124,28.5,10
f,124,29.7,15
f,124,31.7,25
f,124,35.9,50
f,124,40.9,75
f,124,43.9,85
f,124,46.1,90
f,124,49.6,95
f,124,52,97
f,124,57.2,99
f,125,24,1
f,125,25.9,3
f,125,27,5
f,125,28.7,10
f,125,30,15
f,125,32,25
f,125,36.3,50
f,125,41.3,75
f,125,44.3,85
f,125,46.6,90
f,125,50.1,95
f,125,52.6,97
f,125,57.7,99
f,126,24.2,1
f,126,26.1,3
f,126,27.2,5
f,126,29,10
f,126,30.3,15
f,126,32.4,25
f,126,36.7,50
f,126,41.7,75
f,126,44.8,85
f,126,47,90
f,126,50.6,95
f,126,53.1,97
f,126,58.3,99
f,127,24.4,1
f,127,26.4,3
f,127,27.5,5
f,127,29.3,10
f,127,30.6,15
f,127,32.7,25
f,127,37.1,50
f,127,42.2,75
f,127,45.3,85
f,127,47.5,90
f,127,51.1,95
f,127,53.6,97
f,127,58.8,99
f,128,24.6,1
f,128,26.6,3
f,128,27.8,5
f,128,29.6,10
f,128,31,15
f,128,33.1,25
f,128,37.5,50
f,128,42.6,75
f,128,45.8,85
f,128,48,90
f,128,51.6,95
f,128,54.2,97
f,128,59.3,99
f,129,24.9,1
f,129,26.9,3
f,129,28,5
f,129,29.9,10
f,129,31.3,15
f,129,33.4,25
f,129,37.9,50
f,129,43.1,75
f,129,46.2,85
f,129,48.5,90
f,129,52.2,95
f,129,54.7,97
f,129,59.9,99
f,130,25.1,1
f,130,27.1,3
f,130,28.3,5
f,130,30.2,10
f,130,31.6,15
f,130,33.8,25
f,130,38.3,50
f,130,43.6,75
f,130,46.7,85
f,130,49,90
f,130,52.7,95
f,130,55.2,97
f,130,60.4,99
f,131,25.3,1
f,131,27.4,3
f,131,28.6,5
f,131,30.5,10
f,131,31.9,15
f,131,34.1,25
f,131,38.7,50
f,131,44,75
f,131,47.2,85
f,131,49.5,90
f,131,53.2,95
f,131,55.7,97
f,131,61,99
f,132,25.6,1
f,132,27.7,3
f,132,28.9,5
f,132,30.8,10
f,132,32.2,15
f,132,34.5,25
f,132,39.1,50
f,132,44.4,75
f,132,47.7,85
f,132,50,90
f,132,53.7,95
f,132,56.2,97
f,132,61.5,99
f,133,25.8,1
f,133,27.9,3
f,133,29.2,5
f,133,31.1,10
f,133,32.6,15
f,133,34.8,25
f,133,39.5,50
f,133,44.9,75
f,133,48.1,85
f,133,50.4,90
f,133,54.1,95
f,133,56.7,97
f,133,62,99
f,134,26,1
f,134,28.2,3
f,134,29.4,5
f,134,31.5,10
f,134,32.9,15
f,134,35.2,25
f,134,39.9,50
f,134,45.3,75
f,134,48.6,85
f,134,50.9,90
f,134,54.6,95
f,134,57.2,97
f,134,62.4,99
f,135,26.3,1
f,135,28.5,3
f,135,29.7,5
f,135,31.8,10
f,135,33.2,15
f,135,35.5,25
f,135,40.3,50
f,135,45.8,75
f,135,49,85
f,135,51.4,90
f,135,55.1,95
f,135,57.7,97
f,135,62.9,99
f,136,26.5,1
f,136,28.8,3
f,136,30,5
f,136,32.1,10
f,136,33.6,15
f,136,35.9,25
f,136,40.7,50
f,136,46.2,75
f,136,49.5,85
f,136,51.8,90
f,136,55.6,95
f,136,58.2,97
f,136,63.4,99
f,137,26.8,1
f,137,29,3
f,137,30.3,5
f,137,32.4,10
f,137,33.9,15
f,137,36.2,25
f,137,41.1,50
f,137,46.6,75
f,137,49.9,85
f,137,52.3,90
f,137,56.1,95
f,137,58.7,97
f,137,63.9,99
f,138,27,1
f,138,29.3,3
f,138,30.6,5
f,138,32.7,10
f,138,34.2,15
f,138,36.6,25
f,138,41.5,50
f,138,47,75
f,138,50.4,85
f,138,52.7,90
f,138,56.5,95
f,138,59.1,97
f,138,64.3,99
f,139,27.3,1
f,139,29.6,3
f,139,30.9,5
f,139,33,10
f,139,34.6,15
f,139,36.9,25
f,139,41.8,50
f,139,47.4,75
f,139,50.8,85
f,139,53.2,90
f,139,56.9,95
f,139,59.5,97
f,139,64.8,99
f,140,27.6,1
f,140,29.9,3
f,140,31.2,5
f,140,33.4,10
f,140,34.9,15
